log_file,label,total_duration,time_until_first_answer,time_between_last_answer_and_submit,mean_time_per_question,std_dev_time_per_question,median_time_per_question,min_time_per_question,max_time_per_question,num_tab_switches,num_answer_changes,num_revisits,num_questions_attempted,accuracy,mean_time_z_score,min_time_z_score,max_time_z_score,std_dev_time_z_score,accuracy_deviation,tab_switch_deviation,answer_change_deviation,proportion_questions_fast,proportion_questions_correct_and_fast,proportion_questions_with_tab_switch,answer_change_rate
cheat_various_cheater_tab_switcher_0353.json,1,2027.429,54.205,1.431,67.581,13.6975,68.655,37.585,91.957,16,0,2,30,0.9333,-0.3263,-1.0853,1.0748,0.5226,0.1528,13.314,-3.414,0.0,0.0,0.5333,0.0
cheat_various_pre_knowledge_0231.json,1,1376.84,39.993,0.988,45.8947,10.8272,42.3405,32.963,69.862,0,0,1,30,1.0,-1.0782,-1.5734,-0.6947,0.25,0.2195,-2.686,-3.414,0.0667,0.0667,0.0,0.0
normal_detailed_average_0392.json,0,3276.295,73.025,1.906,109.2098,49.1618,90.3335,49.061,198.986,0,3,1,30,0.7667,0.5894,-0.4043,2.3886,0.5492,-0.0138,-2.686,-0.414,0.0,0.0,0.0,0.1
cheat_various_cheater_slow_careful_0293.json,1,2575.756,66.485,1.154,85.8585,19.7158,80.9645,60.666,119.024,0,2,1,30,0.9667,0.1754,-0.382,0.7639,0.3563,0.1862,-2.686,-1.414,0.0,0.0,0.0,0.0667
normal_detailed_slow_careful_0219.json,0,3565.618,58.562,0.0,127.3435,66.1711,113.497,0.0,272.526,0,1,2,28,0.7778,1.3707,-1.9067,2.4917,0.8757,-0.0088,-2.499,-2.201,0.0357,0.0,0.0,0.0357
cheat_various_cheater_tab_switcher_0216.json,1,2110.515,76.205,1.064,70.3505,18.6227,71.1315,35.492,113.951,15,0,1,30,0.9333,-0.1968,-1.3394,1.2812,0.7165,0.1528,12.314,-3.414,0.0,0.0,0.5,0.0
normal_detailed_average_0453.json,0,3271.122,74.288,1.644,109.0374,50.52,86.4745,46.439,216.758,0,3,1,30,0.5333,0.6014,-0.6608,1.6775,0.6404,-0.2472,-2.686,-0.414,0.0,0.0,0.0,0.1
normal_detailed_average_0146.json,0,3334.017,65.762,1.102,111.1339,48.8549,89.368,58.535,206.343,0,7,1,30,0.6,0.6971,-0.7427,1.819,0.5058,-0.1805,-2.686,3.586,0.0,0.0,0.0,0.2333
normal_detailed_struggler_0081.json,0,2659.949,67.886,1.0,115.65,80.5798,93.101,18.412,348.068,0,7,6,23,0.3913,0.4866,-1.9812,3.7285,1.3278,-0.3812,-2.026,4.402,0.087,0.0435,0.0,0.3043
normal_detailed_topper_0318.json,0,2505.479,45.294,1.0,83.516,42.2642,67.9135,27.054,176.706,0,0,1,30,0.9667,-0.2348,-1.5561,0.6641,0.453,0.1862,-2.686,-3.414,0.0333,0.0333,0.0,0.0
cheat_various_cheater_smart_0096.json,1,1904.628,33.381,0.872,63.4876,20.5093,60.905,28.849,103.975,5,3,2,30,0.9667,-0.5821,-1.3847,0.4148,0.4804,0.1862,2.314,-0.414,0.0,0.0,0.1667,0.1
normal_detailed_struggler_0347.json,0,2147.426,34.777,1.225,93.3663,76.4215,72.805,3.2,326.812,0,8,2,23,0.3913,0.2186,-2.6181,3.0193,1.3414,-0.3952,-2.049,5.342,0.087,0.0435,0.0,0.3478
cheat_various_cheater_slow_careful_0381.json,1,2606.905,67.236,1.716,86.8968,20.1284,83.8495,52.75,124.165,0,3,1,30,0.9667,0.2113,-0.3021,1.5198,0.4176,0.1862,-2.686,-0.414,0.0,0.0,0.0,0.1
normal_detailed_slow_careful_0171.json,0,3584.288,69.102,0.0,128.0103,65.28,128.8775,0.0,252.134,0,3,1,28,0.7778,1.3666,-1.9067,2.836,1.0135,-0.0088,-2.499,-0.201,0.0357,0.0,0.0,0.1071
normal_detailed_average_0015.json,0,3369.506,68.554,1.244,112.3169,48.3046,96.4445,54.928,203.663,0,4,1,30,0.7333,0.7023,0.0706,1.5511,0.4309,-0.0472,-2.686,0.586,0.0,0.0,0.0,0.1333
normal_detailed_struggler_0428.json,0,2747.689,58.259,1.0,124.895,101.5387,86.4775,16.576,330.076,0,10,3,22,0.4545,0.7606,-2.2259,3.9565,1.6179,-0.3327,-1.982,7.48,0.0455,0.0,0.0,0.4545
normal_detailed_overconfident_0157.json,0,2100.878,43.004,1.834,70.0293,25.3889,65.9395,29.143,120.836,0,1,1,30,0.4,-0.4648,-1.3288,0.363,0.3703,-0.3805,-2.686,-2.414,0.0,0.0,0.0,0.0333
normal_detailed_slow_careful_0464.json,0,3398.176,79.244,0.0,141.5907,74.0843,124.1165,0.0,317.085,0,3,1,24,0.8261,1.4457,-1.8727,3.1557,1.0005,0.0543,-2.101,0.264,0.0417,0.0,0.0,0.125
cheat_various_cheater_smart_0080.json,1,2006.701,42.981,1.248,66.89,21.48,69.8895,27.925,115.156,7,1,1,30,0.9667,-0.4587,-1.4288,1.1456,0.5773,0.1862,4.314,-2.414,0.0,0.0,0.2333,0.0333
cheat_various_cheater_slow_careful_0378.json,1,2585.135,57.888,1.804,86.1712,20.7621,84.7615,46.933,122.111,0,6,2,30,0.8667,0.2005,-0.3647,2.3082,0.5828,0.0862,-2.686,2.586,0.0,0.0,0.0,0.2
normal_detailed_average_0279.json,0,3533.996,77.111,1.227,117.7999,56.8184,101.9345,52.639,284.685,0,2,2,30,0.6667,0.8509,-0.1783,2.3677,0.585,-0.1138,-2.686,-1.414,0.0,0.0,0.0,0.0667
cheat_various_pre_knowledge_0335.json,1,1377.449,35.185,1.988,45.915,14.6461,40.9575,17.917,80.826,0,2,1,30,0.9667,-1.1283,-2.0784,-0.4246,0.3457,0.1862,-2.686,-1.414,0.0667,0.0667,0.0,0.0667
normal_detailed_average_0107.json,0,3361.124,59.177,1.0,112.0375,59.0532,89.2015,49.479,253.424,0,5,1,30,0.8,0.5733,-0.2131,1.7794,0.5618,0.0195,-2.686,1.586,0.0,0.0,0.0,0.1667
normal_detailed_slow_careful_0063.json,0,3596.995,65.855,0.0,149.8748,63.2018,140.6,55.072,252.657,0,5,1,24,0.9167,1.7431,0.0876,3.609,0.8412,0.1406,-2.112,2.266,0.0,0.0,0.0,0.2083
normal_detailed_overconfident_0100.json,0,2049.178,31.446,1.0,68.3059,31.4284,69.372,18.177,139.12,0,1,1,30,0.3333,-0.5474,-2.1749,0.7549,0.6699,-0.4472,-2.686,-2.414,0.1,0.0333,0.0,0.0333
normal_detailed_topper_0420.json,0,2411.83,41.437,1.891,80.3943,39.3256,69.575,34.227,150.239,0,1,2,30,0.8667,-0.3153,-1.1461,0.2884,0.4592,0.0862,-2.686,-2.414,0.0,0.0,0.0,0.0333
normal_detailed_struggler_0490.json,0,2586.659,5.993,1.0,112.4634,113.9466,79.065,3.884,417.348,0,9,4,23,0.1739,0.4019,-1.7878,4.504,1.7153,-0.6153,-2.062,6.381,0.0435,0.0,0.0,0.3913
normal_detailed_slow_careful_0448.json,0,3543.795,84.15,0.0,147.6581,71.8072,132.2685,0.0,267.719,1,6,2,24,0.6957,1.6824,-2.6854,3.9279,1.2046,-0.0804,-1.112,3.266,0.0417,0.0,0.0417,0.25
cheat_various_cheater_tab_switcher_0447.json,1,2210.116,67.273,1.531,73.6705,18.2055,70.643,50.113,115.747,15,1,1,30,0.9667,-0.1451,-1.0825,1.1695,0.5742,0.1862,12.314,-2.414,0.0,0.0,0.5,0.0333
cheat_various_cheater_smart_0385.json,1,1935.138,45.455,1.381,64.5046,22.0341,69.686,22.438,106.201,1,4,3,30,0.9333,-0.5968,-1.7435,0.2374,0.4268,0.1528,-1.686,0.586,0.0667,0.0667,0.0333,0.1333
cheat_various_cheater_tab_switcher_0017.json,1,2163.473,59.548,2.158,72.1158,18.7925,68.0035,41.19,118.848,20,1,2,30,0.9667,-0.207,-1.324,1.5291,0.6345,0.1862,17.314,-2.414,0.0,0.0,0.6667,0.0333
normal_detailed_struggler_0111.json,0,2136.399,33.444,1.36,101.7333,77.8174,81.861,4.621,289.519,0,5,4,21,0.5238,0.4372,-2.6942,3.9056,1.7614,-0.2735,-1.9,2.574,0.1429,0.0476,0.0,0.2381
cheat_various_cheater_tab_switcher_0152.json,1,2179.19,75.718,1.925,72.6397,14.2511,73.7735,43.912,109.868,19,0,1,30,0.9667,-0.1073,-0.9057,1.6446,0.7048,0.1862,16.314,-3.414,0.0,0.0,0.6333,0.0
normal_detailed_struggler_0054.json,0,1897.688,44.098,1.016,90.3661,63.786,80.031,6.084,237.35,0,9,3,21,0.381,0.0943,-2.6128,1.8586,1.2025,-0.4008,-1.859,6.587,0.1429,0.0,0.0,0.4286
normal_detailed_average_0193.json,0,3271.424,55.469,1.587,109.0475,48.9936,96.683,55.342,221.821,0,3,2,30,0.6,0.6232,-0.204,1.7494,0.454,-0.1805,-2.686,-0.414,0.0,0.0,0.0,0.1
normal_detailed_average_0469.json,0,3497.319,75.814,1.0,116.5773,47.5425,96.373,68.708,229.777,0,7,2,30,0.7667,0.9003,-0.1113,1.7211,0.4351,-0.0138,-2.686,3.586,0.0,0.0,0.0,0.2333
cheat_various_cheater_smart_0043.json,1,1982.871,31.885,1.677,66.0957,22.672,60.994,29.45,110.556,4,2,2,30,0.9333,-0.5425,-1.3438,0.294,0.4046,0.1528,1.314,-1.414,0.0,0.0,0.1333,0.0667
cheat_various_cheater_smart_0413.json,1,1859.852,39.016,1.245,61.9951,20.3286,63.4035,25.397,109.245,5,3,3,30,0.9333,-0.6084,-1.6023,0.6308,0.5075,0.1528,2.314,-0.414,0.0333,0.0333,0.1667,0.1
normal_detailed_overconfident_0317.json,0,2043.461,43.532,1.0,68.1154,33.0973,57.939,22.951,140.262,0,0,1,30,0.4333,-0.6215,-1.7054,0.2266,0.4895,-0.3472,-2.686,-3.414,0.0333,0.0333,0.0,0.0
cheat_various_pre_knowledge_0319.json,1,1326.302,41.078,0.689,44.2101,12.3686,42.1425,20.346,73.823,0,2,1,30,0.9667,-1.1285,-1.8614,0.1217,0.3803,0.1862,-2.686,-1.414,0.1667,0.1333,0.0,0.0667
normal_detailed_average_0255.json,0,3451.009,55.038,1.128,115.0336,47.8716,105.184,52.898,210.688,0,5,2,30,0.6333,0.795,-0.0061,1.8248,0.4586,-0.1472,-2.686,1.586,0.0,0.0,0.0,0.1667
normal_detailed_overconfident_0252.json,0,2021.188,25.856,1.871,67.3729,38.4279,55.6575,15.57,150.124,0,1,1,30,0.4333,-0.705,-2.1652,0.539,0.7095,-0.3472,-2.686,-2.414,0.1667,0.1,0.0,0.0333
cheat_various_pre_knowledge_0122.json,1,1297.923,37.676,1.414,43.2641,10.5884,43.8995,19.458,59.764,0,0,1,30,0.9333,-1.172,-1.9426,-0.6416,0.2835,0.1528,-2.686,-3.414,0.1667,0.1667,0.0,0.0
cheat_various_pre_knowledge_0437.json,1,1294.302,36.901,1.974,43.1434,10.5867,42.263,23.628,70.366,0,1,1,30,0.9,-1.1814,-1.9794,-0.6823,0.2536,0.1195,-2.686,-2.414,0.0667,0.0667,0.0,0.0333
cheat_various_pre_knowledge_0067.json,1,1227.759,38.786,2.107,40.9253,12.1349,39.9515,23.534,65.373,0,0,1,30,0.9667,-1.2806,-1.7093,-0.8424,0.2707,0.1862,-2.686,-3.414,0.2667,0.2333,0.0,0.0
normal_detailed_average_0202.json,0,3219.447,38.277,1.0,107.3149,51.9363,92.576,49.298,215.761,0,5,2,30,0.6333,0.498,-1.0303,1.3408,0.4935,-0.1472,-2.686,1.586,0.0,0.0,0.0,0.1667
normal_detailed_slow_careful_0409.json,0,3584.156,54.39,0.0,137.8522,70.4303,126.8675,0.0,259.381,0,7,2,26,0.68,1.3694,-2.8646,3.1453,1.1592,-0.1012,-2.334,4.03,0.0385,0.0,0.0,0.2692
cheat_various_pre_knowledge_0134.json,1,1244.46,35.098,2.191,41.482,10.4962,44.764,22.773,60.42,0,1,1,30,1.0,-1.2432,-1.8008,-0.6194,0.288,0.2195,-2.686,-2.414,0.2667,0.2667,0.0,0.0333
normal_detailed_average_0097.json,0,3186.483,58.988,1.0,106.2161,47.8633,94.0745,50.84,219.406,0,5,1,30,0.6667,0.5563,-0.3737,2.0625,0.5964,-0.1138,-2.686,1.586,0.0,0.0,0.0,0.1667
normal_detailed_struggler_0150.json,0,2912.246,47.889,1.597,132.3748,106.2565,92.588,25.765,393.447,0,7,4,22,0.4091,0.8221,-1.8237,3.9877,1.5428,-0.3814,-1.981,4.487,0.1364,0.0,0.0,0.3182
cheat_various_cheater_slow_careful_0179.json,1,2544.114,62.323,1.949,84.8038,19.618,79.224,51.841,118.735,0,0,2,30,0.8667,0.1428,-0.4098,1.2006,0.4021,0.0862,-2.686,-3.414,0.0,0.0,0.0,0.0
normal_detailed_slow_careful_0370.json,0,3510.311,72.633,0.0,140.4124,66.9802,130.55,0.0,271.096,0,8,1,25,0.625,1.4679,-3.0074,3.5036,1.1396,-0.1558,-2.222,5.164,0.04,0.0,0.0,0.32
normal_detailed_average_0214.json,0,3440.714,68.569,1.574,114.6905,51.431,101.28,50.561,217.575,0,8,5,30,0.5333,0.7587,-0.2126,2.032,0.4995,-0.2472,-2.686,4.586,0.0,0.0,0.0,0.2667
cheat_various_cheater_tab_switcher_0001.json,1,1999.934,74.312,1.851,66.6645,10.9187,70.2325,43.45,85.054,13,0,1,30,0.8333,-0.2712,-1.2384,1.3194,0.6249,0.0528,10.314,-3.414,0.0,0.0,0.4333,0.0
cheat_various_pre_knowledge_0476.json,1,1339.155,36.566,1.977,44.6385,11.0806,43.1825,25.465,69.158,0,0,1,30,0.9667,-1.1339,-1.5336,-0.7065,0.2202,0.1862,-2.686,-3.414,0.0667,0.0667,0.0,0.0
cheat_various_pre_knowledge_0026.json,1,1282.199,29.139,1.104,42.74,11.9009,39.504,26.958,76.646,0,0,1,30,0.9667,-1.1925,-1.7293,-0.6985,0.2627,0.1862,-2.686,-3.414,0.1,0.1,0.0,0.0
normal_detailed_overconfident_0182.json,0,2101.502,34.429,1.086,70.0501,29.6004,60.876,19.846,131.512,0,1,1,30,0.3667,-0.4454,-1.879,1.019,0.6532,-0.4138,-2.686,-2.414,0.0333,0.0333,0.0,0.0333
normal_detailed_slow_careful_0262.json,0,3346.596,65.394,0.0,145.5042,81.842,131.007,0.0,275.599,0,3,2,23,0.7273,1.4449,-1.8417,2.9287,0.9721,-0.0448,-2.06,0.401,0.0435,0.0,0.0,0.1304
cheat_various_cheater_tab_switcher_0328.json,1,2048.532,43.976,1.482,68.2844,16.0756,68.0515,44.765,118.277,11,0,1,30,0.7333,-0.3388,-1.1696,1.0512,0.4866,-0.0472,8.314,-3.414,0.0,0.0,0.3667,0.0
cheat_various_cheater_smart_0110.json,1,2059.896,48.644,1.15,68.6632,20.4469,71.181,25.584,112.248,5,0,2,30,0.9,-0.3851,-1.6401,1.0669,0.5441,0.1195,2.314,-3.414,0.0333,0.0333,0.1667,0.0
normal_detailed_average_0243.json,0,3384.648,83.323,1.0,112.8216,48.1921,95.572,55.556,207.015,0,4,1,30,0.7667,0.7403,-0.1324,1.5833,0.4559,-0.0138,-2.686,0.586,0.0,0.0,0.0,0.1333
cheat_various_pre_knowledge_0397.json,1,1285.96,21.127,1.328,42.8653,11.395,40.708,23.029,71.832,0,0,1,30,0.9667,-1.2149,-1.803,-0.706,0.2623,0.1862,-2.686,-3.414,0.1333,0.1333,0.0,0.0
normal_detailed_slow_careful_0350.json,0,3547.403,81.46,0.0,136.4386,64.0044,124.494,0.0,231.725,0,7,2,26,0.56,1.3231,-1.8004,2.8089,0.925,-0.2089,-2.319,4.043,0.0385,0.0,0.0,0.2692
normal_detailed_struggler_0259.json,0,2934.606,28.959,1.358,133.3912,109.5785,81.7645,17.902,371.276,0,4,1,22,0.6364,0.8257,-1.999,3.7963,1.7483,-0.146,-1.994,1.506,0.0455,0.0,0.0,0.1818
normal_detailed_slow_careful_0215.json,0,3534.4,63.955,0.0,130.9037,65.1455,120.327,0.0,260.057,0,7,2,27,0.6923,1.381,-2.8263,3.0904,1.1414,-0.0958,-2.426,3.918,0.037,0.0,0.0,0.2593
cheat_various_cheater_slow_careful_0270.json,1,2587.216,63.448,1.426,86.2405,21.1005,82.506,48.503,130.329,0,3,1,30,0.9333,0.1864,-0.3086,1.6221,0.5001,0.1528,-2.686,-0.414,0.0,0.0,0.0,0.1
normal_detailed_average_0371.json,0,3267.893,61.018,1.029,108.9298,43.0653,95.2615,50.921,201.662,0,2,1,30,0.7,0.6643,-0.1391,1.4571,0.3645,-0.0805,-2.686,-1.414,0.0,0.0,0.0,0.0667
normal_detailed_struggler_0465.json,0,2508.312,23.062,1.862,104.513,114.7851,55.3355,3.904,438.313,0,9,1,24,0.25,0.1474,-2.5503,4.3751,1.6857,-0.5438,-2.152,6.278,0.0833,0.0417,0.0,0.375
cheat_various_pre_knowledge_0051.json,1,1306.816,29.512,1.264,43.5605,12.4875,42.312,20.299,72.604,0,0,1,30,0.9667,-1.1853,-1.8945,-0.5182,0.306,0.1862,-2.686,-3.414,0.1333,0.1333,0.0,0.0
normal_detailed_average_0058.json,0,3311.874,58.529,1.407,110.3958,56.1319,86.746,44.439,243.044,0,4,3,30,0.6667,0.5594,-0.4771,1.6677,0.6078,-0.1138,-2.686,0.586,0.0,0.0,0.0,0.1333
normal_detailed_average_0408.json,0,3280.791,56.108,1.0,109.3597,46.437,101.398,45.529,209.826,0,6,2,30,0.5667,0.6684,-0.4731,2.2614,0.6887,-0.2138,-2.686,2.586,0.0,0.0,0.0,0.2
cheat_various_pre_knowledge_0114.json,1,1358.604,31.971,2.592,45.2868,12.6992,46.6525,23.013,74.296,0,0,1,30,1.0,-1.1444,-1.8968,-0.7642,0.2641,0.2195,-2.686,-3.414,0.1,0.1,0.0,0.0
cheat_various_cheater_smart_0130.json,1,2022.51,59.158,1.479,67.417,18.2798,69.517,24.759,105.393,6,2,3,30,0.9333,-0.3722,-1.6873,1.9045,0.6847,0.1528,3.314,-1.414,0.0333,0.0333,0.2,0.0667
normal_detailed_average_0263.json,0,3395.411,86.1,1.139,113.1804,58.1547,92.96,48.616,244.468,0,6,1,30,0.6667,0.6185,-0.5148,1.875,0.6033,-0.1138,-2.686,2.586,0.0,0.0,0.0,0.2
cheat_various_pre_knowledge_0285.json,1,1272.902,30.985,2.554,42.4301,9.9515,43.487,21.191,67.14,0,1,1,30,0.9667,-1.1866,-1.8434,-0.5655,0.2586,0.1862,-2.686,-2.414,0.1,0.1,0.0,0.0333
normal_detailed_topper_0251.json,0,2623.544,40.303,2.306,87.4515,46.778,67.565,36.538,171.613,0,1,2,30,0.9667,-0.1627,-1.0141,0.6896,0.4718,0.1862,-2.686,-2.414,0.0,0.0,0.0,0.0333
cheat_various_pre_knowledge_0456.json,1,1322.907,37.988,2.581,44.0969,13.9454,41.435,18.436,82.127,0,2,1,30,0.9667,-1.18,-1.9575,-0.3426,0.3578,0.1862,-2.686,-1.414,0.1667,0.1667,0.0,0.0667
normal_detailed_struggler_0127.json,0,2553.199,39.589,1.844,111.0087,73.0298,91.754,32.224,337.35,0,13,7,23,0.2609,0.746,-1.2169,3.3348,1.3839,-0.5203,-2.029,10.38,0.0,0.0,0.0,0.5652
normal_detailed_slow_careful_0184.json,0,3583.074,54.737,0.0,127.9669,61.35,113.673,0.0,240.58,0,4,1,28,0.9259,1.479,-1.9067,3.0176,1.0454,0.1394,-2.499,0.799,0.0357,0.0,0.0,0.1429
normal_detailed_topper_0247.json,0,2564.952,36.693,1.309,85.4984,38.7869,77.6795,37.423,152.393,0,0,2,30,0.9333,-0.1303,-0.9997,0.4011,0.3922,0.1528,-2.686,-3.414,0.0,0.0,0.0,0.0
cheat_various_pre_knowledge_0339.json,1,1268.945,36.589,1.467,42.2982,10.1872,39.9265,24.222,65.545,0,0,1,30,1.0,-1.1816,-1.6833,-0.7629,0.2457,0.2195,-2.686,-3.414,0.1333,0.1333,0.0,0.0
normal_detailed_average_0330.json,0,3150.769,61.06,1.042,105.0256,51.2384,83.135,48.021,233.844,0,2,1,30,0.6333,0.4661,-0.7573,1.7108,0.5693,-0.1472,-2.686,-1.414,0.0,0.0,0.0,0.0667
cheat_various_pre_knowledge_0440.json,1,1357.528,41.903,1.207,45.2509,10.3551,45.0155,25.671,67.05,0,2,1,30,0.9,-1.0756,-1.7276,-0.4477,0.2851,0.1195,-2.686,-1.414,0.0667,0.0333,0.0,0.0667
cheat_various_cheater_tab_switcher_0467.json,1,2349.606,57.292,1.831,78.3202,17.454,74.81,49.361,118.364,21,0,2,30,0.9333,0.0225,-0.9671,1.1627,0.5627,0.1528,18.314,-3.414,0.0,0.0,0.7,0.0
cheat_various_cheater_tab_switcher_0037.json,1,2061.647,44.333,1.307,68.7216,16.2322,68.865,43.636,101.375,11,2,2,30,0.8333,-0.1958,-1.256,1.4687,0.7779,0.0528,8.314,-1.414,0.0,0.0,0.3667,0.0667
normal_detailed_overconfident_0225.json,0,1978.636,24.035,1.146,65.9545,35.364,54.787,20.322,142.996,0,0,1,30,0.2667,-0.7205,-1.9409,0.2572,0.5804,-0.5138,-2.686,-3.414,0.1,0.0667,0.0,0.0
normal_detailed_average_0222.json,0,3534.568,71.492,1.759,117.8189,58.6,97.859,43.837,264.993,0,2,2,30,0.5667,0.7797,-0.5969,2.4195,0.6392,-0.2138,-2.686,-1.414,0.0,0.0,0.0,0.0667
cheat_various_cheater_slow_careful_0266.json,1,2609.32,62.154,3.027,86.9773,20.054,83.337,57.842,132.717,0,2,2,30,0.9,0.2224,-0.2613,1.7972,0.4775,0.1195,-2.686,-1.414,0.0,0.0,0.0,0.0667
cheat_various_pre_knowledge_0417.json,1,1284.319,30.015,1.233,42.8106,10.5696,41.5625,21.733,65.223,0,1,1,30,1.0,-1.1807,-1.7847,-0.6235,0.2909,0.2195,-2.686,-2.414,0.1667,0.1667,0.0,0.0333
cheat_various_pre_knowledge_0047.json,1,1237.998,36.128,1.073,41.2666,12.3041,40.0875,19.612,65.07,0,1,1,30,1.0,-1.2617,-2.1286,-0.609,0.3321,0.2195,-2.686,-2.414,0.2,0.2,0.0,0.0333
normal_detailed_struggler_0023.json,0,2344.31,43.91,1.0,101.9265,56.3037,92.482,7.701,238.677,0,8,4,23,0.3043,0.3893,-2.5557,2.0248,1.1228,-0.4807,-2.054,5.384,0.0435,0.0,0.0,0.3478
normal_detailed_struggler_0189.json,0,3084.081,93.972,1.339,128.5034,114.9616,96.4265,14.725,455.912,0,9,1,24,0.3333,0.9432,-1.9483,4.5583,1.6956,-0.4541,-2.149,6.226,0.0833,0.0,0.0,0.375
cheat_various_cheater_tab_switcher_0060.json,1,2285.045,54.857,1.426,76.1682,16.0463,74.5305,45.507,104.81,19,0,1,30,0.8667,-0.0317,-0.8345,1.175,0.6091,0.0862,16.314,-3.414,0.0,0.0,0.6333,0.0
cheat_various_pre_knowledge_0315.json,1,1339.518,38.295,1.803,44.6506,13.045,42.2275,24.688,73.387,0,1,1,30,0.8667,-1.1624,-1.7675,-0.4975,0.3173,0.0862,-2.686,-2.414,0.1667,0.1667,0.0,0.0333
cheat_various_cheater_tab_switcher_0298.json,1,2121.824,79.738,1.547,70.7275,17.8253,66.6025,42.283,118.088,11,0,3,30,0.9,-0.2228,-1.3052,1.4814,0.6656,0.1195,8.314,-3.414,0.0,0.0,0.3667,0.0
cheat_various_pre_knowledge_0250.json,1,1310.945,37.12,1.388,43.6982,11.5579,43.0855,22.698,76.953,0,0,1,30,1.0,-1.1469,-1.7898,-0.6791,0.2854,0.2195,-2.686,-3.414,0.1,0.1,0.0,0.0
normal_detailed_overconfident_0177.json,0,2004.206,33.549,1.762,66.8069,31.8862,53.086,30.649,159.164,0,0,1,30,0.4667,-0.5767,-1.3077,0.8194,0.5355,-0.3138,-2.686,-3.414,0.0,0.0,0.0,0.0
cheat_various_cheater_slow_careful_0421.json,1,2637.437,64.961,2.007,87.9146,20.0077,84.336,52.304,126.111,0,1,2,30,0.8333,0.2549,-0.2493,1.8037,0.4865,0.0528,-2.686,-2.414,0.0,0.0,0.0,0.0333
normal_detailed_slow_careful_0014.json,0,3578.765,57.445,0.0,127.813,68.5207,116.1635,0.0,267.886,0,7,1,28,0.7407,1.3362,-1.9067,3.4837,0.9248,-0.0458,-2.499,3.799,0.0357,0.0,0.0,0.25
normal_detailed_overconfident_0198.json,0,1880.79,32.366,2.053,62.693,25.4942,63.1985,20.178,102.938,0,0,1,30,0.4333,-0.693,-1.828,0.6278,0.505,-0.3472,-2.686,-3.414,0.1,0.0667,0.0,0.0
normal_detailed_overconfident_0032.json,0,1924.068,36.546,1.0,64.1356,29.3501,58.9115,22.837,142.853,0,0,1,30,0.4,-0.6423,-1.7117,0.6949,0.6106,-0.3805,-2.686,-3.414,0.0667,0.0667,0.0,0.0
cheat_various_pre_knowledge_0084.json,1,1316.645,33.616,0.854,43.8882,10.5653,45.125,23.531,68.417,0,1,1,30,0.9,-1.1539,-1.7095,-0.7632,0.2237,0.1195,-2.686,-2.414,0.1,0.0667,0.0,0.0333
normal_detailed_overconfident_0120.json,0,1965.041,16.807,1.127,65.5014,29.8184,59.616,18.315,123.938,0,0,1,30,0.5333,-0.6568,-2.0612,0.7804,0.5957,-0.2472,-2.686,-3.414,0.0667,0.0333,0.0,0.0
cheat_various_cheater_smart_0274.json,1,1863.592,39.285,1.774,62.1197,19.0446,63.8235,23.535,100.366,3,1,2,30,0.9667,-0.6082,-1.6728,0.289,0.4676,0.1862,0.314,-2.414,0.0667,0.0667,0.1,0.0333
cheat_various_cheater_slow_careful_0163.json,1,2615.281,65.417,1.447,87.176,22.4315,82.2875,50.558,130.851,0,1,4,30,0.9333,0.1802,-0.2736,0.7908,0.3144,0.1528,-2.686,-2.414,0.0,0.0,0.0,0.0333
normal_detailed_average_0062.json,0,3288.065,52.907,1.764,109.6022,46.8017,93.6665,53.427,225.717,0,3,1,30,0.7333,0.675,-0.4553,1.7387,0.5393,-0.0472,-2.686,-0.414,0.0,0.0,0.0,0.1
cheat_various_cheater_slow_careful_0499.json,1,2595.841,62.182,1.094,86.528,19.6763,82.1895,61.623,122.92,0,3,2,30,0.9333,0.2021,-0.3797,1.1325,0.3855,0.1528,-2.686,-0.414,0.0,0.0,0.0,0.1
normal_detailed_average_0432.json,0,3386.046,52.564,1.0,112.8682,51.1265,97.5025,54.793,219.617,0,7,2,30,0.6667,0.7238,-0.5081,1.8016,0.5078,-0.1138,-2.686,3.586,0.0,0.0,0.0,0.2333
normal_detailed_slow_careful_0393.json,0,3461.288,85.86,0.0,144.2203,70.6521,133.5,0.0,278.787,0,4,3,24,0.7826,1.7215,-1.8727,3.284,0.9782,0.0067,-2.117,1.278,0.0417,0.0,0.0,0.1667
cheat_various_cheater_slow_careful_0030.json,1,2596.506,66.912,10.742,86.5502,21.7245,81.084,51.654,122.382,0,3,1,30,0.9333,0.1711,-0.2698,0.9248,0.3545,0.1528,-2.686,-0.414,0.0,0.0,0.0,0.1
normal_detailed_average_0131.json,0,3287.781,71.536,1.199,109.5927,47.5925,95.0745,52.423,212.969,1,5,1,30,0.7333,0.6799,-0.6883,2.2269,0.6649,-0.0472,-1.686,1.586,0.0,0.0,0.0333,0.1667
normal_detailed_average_0074.json,0,3450.555,71.264,1.888,115.0185,50.6071,101.2875,46.261,243.713,0,6,5,30,0.8333,0.7986,-0.5212,1.6774,0.5408,0.0528,-2.686,2.586,0.0,0.0,0.0,0.2
normal_detailed_struggler_0019.json,0,2837.672,73.62,1.0,113.5069,82.9957,92.327,16.633,364.236,0,8,3,25,0.32,0.5503,-2.2782,3.7532,1.3348,-0.4517,-2.222,5.169,0.08,0.0,0.0,0.32
